"","site_code","Long","Lat","year","block","plot","trt","Family","Taxon","num_leaves","leaf_pct_N","leaf_pct_C","leaf_C13_delta_PDB","leaf_area_mm2","leaf_dry_mass_g","leaf_ppm_P","leaf_ppm_B","leaf_ppm_Na","leaf_ppm_Ca","leaf_ppm_Fe","leaf_ppm_K","leaf_ppm_Mg","leaf_ppm_Mn","leaf_ppm_Cu","leaf_ppm_Zn","leaf_ppm_Sr","leaf_ppm_Pb","leaf_ppm_Mo","SLA_v2","Ntrt","Ptrt","Ktrt","Nfix","first_nutrient_year","site_name","continent","country","region","habitat","lifespan","lifeform","photosynthetic_pathway","max_cover","live_mass","precip.mean","tmp","par2_gs","aridity","Ntrt_fac","Ptrt_fac","Ktrt_fac","block_fac","trt_fac","sla_m2_g","lma","narea","nmass","spp_live_mass","delta","chi","fence","loglma","lognarea","lognmass","log_spp_live_mass"
"2394","summ.za",30.71573,-29.81161,2012,1,6,"P","Poaceae","ARISTIDA JUNCIFORMIS",5,0.986223244,48.8966675,-12.808,2352.595,0.2515,923.232,17.10522,33.51606,4161.39,112.9101,9405.915,579.2205,360.6375,6.462135,45.30585,33.5943,0.3322755,0.0799515,93542.54473,0,1,0,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",17,266.025,927.4463416,19.4514881,803.3318762,0.6197,"0","1","0","1","P",0.09354254473,10.690322813928,0.105430448449593,0.986223244,45.22425,4.87037982479599,0.247568328839993,"no",2.36933892232919,-2.24970379987304,-0.0138725362141327,3.81163344739592
"2395","summ.za",30.71573,-29.81161,2012,3,22,"NPK","Poaceae","ARISTIDA JUNCIFORMIS",5,1.238280082,48.89704358,-12.72,2429.463,0.2375,1080.201,10.5624,5.41323,3371.655,141.5655,5819.1,644.2575,171.639,3.73107,30.29355,17.7507,0.414672,0.208803,102293.1789,1,1,1,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",23,408.225,927.4463416,19.4514881,803.3318762,0.6197,"1","1","1","3","NPK",0.1022931789,9.77582289213616,0.121052067724918,1.238280082,93.89175,4.78081192772061,0.200427330379266,"no",2.27991228566695,-2.11153451416677,0.213723386154371,4.54214252292943
"2396","summ.za",30.71573,-29.81161,2012,2,13,"K","Poaceae","DIHETEROPOGON AMPLECTENS",5,1.415572971,48.29328162,-13.161,435.2,0.2519,896.50385,18.4540235,25.796518,12132.8625,190.2626,11806.905,1552.28205,427.8494,6.625388,19.2314925,107.25209,0.70430965,0.15911555,17276.6971,0,0,1,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",15,291.275,927.4463416,19.4514881,803.3318762,0.6197,"0","0","1","2","K",0.0172766971,57.8814338303124,0.819353932529152,1.415572971,43.69125,5.2298297898644,0.436752520981265,"no",4.05839667392211,-0.199239136429624,0.347534375636356,3.77714785322012
"2397","summ.za",30.71573,-29.81161,2012,2,14,"NK","Poaceae","DIHETEROPOGON AMPLECTENS",5,1.721060114,48.97724225,-13.135,366.6,0.1776,885.3135,15.022166,39.225633,10334.78,143.63385,11559.28,1763.5249,269.07163,5.640047,36.29418,82.31089,0.5955968,0.3220435,20641.89189,1,0,1,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",6,659.425,927.4463416,19.4514881,803.3318762,0.6197,"1","0","1","2","NK",0.02064189189,48.4451718538673,0.833770529935665,1.721060114,39.5655,5.20334594904065,0.422813657389816,"no",3.88043268123221,-0.181797058444467,0.542940446311414,3.67795752641338
"2398","summ.za",30.71573,-29.81161,2012,3,28,"K","Poaceae","DIHETEROPOGON AMPLECTENS",5,1.667135018,47.03955174,-12.869,311.7,0.1622,989.7216,13.55928,4.910976,10725.12,138.62688,16381.68,1584.5424,329.5152,4.555824,13.754496,94.95024,0.491568,0.0526848,19217.01603,0,0,1,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",16,420.8,927.4463416,19.4514881,803.3318762,0.6197,"0","0","1","3","K",0.01921701603,52.0372152699922,0.867530638158083,1.667135018,67.328,4.93247603408261,0.280250544254005,"no",3.95195914087494,-0.142104450023302,0.511106595089851,4.20957619767519
"2399","summ.za",30.71573,-29.81161,2012,1,4,"NPK","Poaceae","MONOCYMBIUM CERESIIFORME",5,1.457324481,49.4475547,-13.402,193.8,0.0979,512.302,12.92623,283.89245,2395.8525,149.512075,10518.015,1696.38225,182.791925,4.40105,14.1402275,17.4632675,0.46705525,0.179998,19795.70991,1,1,1,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",20,464.475,927.4463416,19.4514881,803.3318762,0.6197,"1","1","1","1","NPK",0.01979570991,50.5159958671065,0.736181974592292,1.457324481,92.895,5.47538105692491,0.565990029960477,"no",3.92229003597037,-0.306277942726679,0.376602207291045,4.53146982305813
"2400","summ.za",30.71573,-29.81161,2012,1,6,"P","Poaceae","MONOCYMBIUM CERESIIFORME",5,1.496667378,50.54585526,-13.291,154.1,0.0799,767.0528,22.819456,718.8992,3091.072,88.93824,8353.92,1733.5296,156.3776,3.956864,25.39008,23.90656,0.178752,0.04372736,19286.60826,0,1,0,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",24,266.025,927.4463416,19.4514881,803.3318762,0.6197,"0","1","0","1","P",0.01928660826,51.8494484109981,0.776013780040348,1.496667378,63.846,5.36226992963478,0.506457857702514,"no",3.94834429645112,-0.253585001172632,0.403240888364337,4.15647393368765
"2401","summ.za",30.71573,-29.81161,2012,1,9,"Control","Poaceae","MONOCYMBIUM CERESIIFORME",5,1.416265908,48.63801884,-13.333,114.2,0.0578,2135.7824,11.863296,128.62848,6678.272,180.2112,8747.904,1363.136,190.4256,4.107648,34.43712,37.98784,0.9273216,0.1186816,19757.78547,0,0,0,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",30,347.975,927.4463416,19.4514881,803.3318762,0.6197,"0","0","0","1","Control",0.01975778547,50.6129597124328,0.71681409343696,1.416265908,104.3925,5.40506574153185,0.528981969227287,"no",3.92420766429915,-0.332938755911801,0.348023765777136,4.64815783378753
"2402","summ.za",30.71573,-29.81161,2012,2,11,"PK","Poaceae","MONOCYMBIUM CERESIIFORME",5,1.444926061,46.5834998,-13.48,164.1,0.0918,2976.462,14.085792,5.605903,5789.894,138.17957,14318.692,555.4665,925.0788,3.945326,88.10607,37.84625,1.0187046,0.03537751,17875.81699,0,1,1,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",20,324.425,927.4463416,19.4514881,803.3318762,0.6197,"0","1","1","2","PK",0.01787581699,55.9414990967638,0.80831329936322,1.444926061,64.885,5.55487977942667,0.607831462856143,"no",4.02430648571228,-0.212805548878723,0.368058151397093,4.17261647218919
"2403","summ.za",30.71573,-29.81161,2012,2,12,"N","Poaceae","MONOCYMBIUM CERESIIFORME",5,1.835405119,50.35066359,-12.971,149.9,0.0606,711.949,15.1276575,8.71055,7774.04,154.700375,8551.9475,1676.40325,334.324,5.029965,42.34435,54.62975,0.9404555,0.024344225,24735.9736,1,0,0,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",30,417.375,927.4463416,19.4514881,803.3318762,0.6197,"1","0","0","2","N",0.0247359736,40.4269512965522,0.741998333552555,1.835405119,125.2125,5.0363261869712,0.334908519458528,"no",3.69949667384807,-0.298408281703323,0.607265230436698,4.83001229393788
"2404","summ.za",30.71573,-29.81161,2012,2,13,"K","Poaceae","MONOCYMBIUM CERESIIFORME",5,1.306227016,49.43523279,-13.411,135,0.0696,869.8968,13.862976,39.633576,4496.568,135.4656,14226.36,561.3912,489.7032,4.822872,87.8796,33.10008,0.919584,0.6048984,19396.55172,0,0,1,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",16,291.275,927.4463416,19.4514881,803.3318762,0.6197,"0","0","1","2","K",0.01939655172,51.5555555665541,0.673432595059221,1.306227016,46.604,5.48455334490857,0.570817549951878,"no",3.94265997510337,-0.395367369715238,0.267142841169485,3.84168637435769
"2405","summ.za",30.71573,-29.81161,2012,2,14,"NK","Poaceae","MONOCYMBIUM CERESIIFORME",5,1.798076737,50.28737266,-13.328,140,0.0676,986.43835,16.0601115,6.995339,5662.654,154.59146,16286.4165,456.38175,498.8768,4.5638175,98.76956,40.83548,1.2647935,0.021851005,20710.05917,1,0,1,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",17,659.425,927.4463416,19.4514881,803.3318762,0.6197,"1","0","1","2","NK",0.02071005917,48.2857142894392,0.868214195932691,1.798076737,112.10225,5.39997081096859,0.526300426825573,"no",3.87713574650485,-0.141316825256666,0.586717614226578,4.71941140124154
"2406","summ.za",30.71573,-29.81161,2012,2,17,"NP","Poaceae","MONOCYMBIUM CERESIIFORME",5,1.578317261,48.78117579,-13.328,155.2,0.0736,2810.9475,16.655931,40.645935,7317,159.65694,9212.103,3131.1882,253.70478,5.97555,33.48747,53.56044,0.9653562,0.378045,21086.95652,1,1,0,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",21,460.875,927.4463416,19.4514881,803.3318762,0.6197,"1","1","0","2","NP",0.02108695652,47.4226804162823,0.74848035063905,1.578317261,96.78375,5.39997081096859,0.526300426825573,"no",3.85910060405628,-0.28971032711827,0.456359254813543,4.57247910828964
"2407","summ.za",30.71573,-29.81161,2012,2,18,"Control","Poaceae","MONOCYMBIUM CERESIIFORME",5,1.450463016,49.59544745,-13.135,173.9,0.065,779.96,12.58352,4.34496,4359.9135,97.9104,9855.52,1674.248,146.072,2.58664,27.528,37.0016,1.101368,0.005208,26753.84615,0,0,0,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",22,257.475,927.4463416,19.4514881,803.3318762,0.6197,"0","0","0","2","Control",0.02675384615,37.3778033406236,0.542151213648958,1.450463016,56.6445,5.20334594904065,0.422813657389816,"no",3.62107703466725,-0.612210324481267,0.371882826839573,4.03679489538209
"2408","summ.za",30.71573,-29.81161,2012,2,19,"NPK","Poaceae","MONOCYMBIUM CERESIIFORME",5,1.616632014,49.67411146,-13.031,199.3,0.1062,2200.381,22.902837,44.186432,7517.5545,176.303665,15412.601,1051.5139,849.10865,7.8751785,112.2542,53.420085,1.5775192,0.4902429,18766.47834,1,1,1,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",22,428.725,927.4463416,19.4514881,803.3318762,0.6197,"1","1","1","2","NPK",0.01876647834,53.286502767466,0.861446662879851,1.616632014,94.3195,5.09742453916992,0.367065546931539,"no",3.97568306772369,-0.149142136852016,0.480344981412382,4.54668795511244
"2409","summ.za",30.71573,-29.81161,2012,2,20,"P","Poaceae","MONOCYMBIUM CERESIIFORME",5,1.655460022,49.04610428,-12.881,176.5,0.0881,2432.88,12.5984925,5.886,7217.7075,114.6789,10749.3075,2707.56,298.224,4.18887,41.4963,49.49145,1.02637125,0.0275661,20034.05221,0,1,0,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",23,533.475,927.4463416,19.4514881,803.3318762,0.6197,"0","1","0","2","P",0.02003405221,49.9150141727618,0.826323104605706,1.655460022,122.69925,4.94469258518983,0.286680307994648,"no",3.91032184272628,-0.190769414143821,0.504078929117991,4.80973623922875
"2410","summ.za",30.71573,-29.81161,2012,3,27,"N","Poaceae","MONOCYMBIUM CERESIIFORME",5,1.560632611,49.26752749,-12.958,128.9,0.0662,652.08845,11.8469715,31.838274,5146.2515,195.30628,5720.247,2763.80065,162.763445,14.6750695,26.2190305,38.62768,0.73831095,0.09780095,19471.29909,1,0,0,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",11,368.875,927.4463416,19.4514881,803.3318762,0.6197,"1","0","0","3","N",0.01947129909,51.3576415922642,0.801504102929375,1.560632611,40.57625,5.0230891897204,0.327941678800209,"no",3.93881373917365,-0.221265187882157,0.445091258932279,3.70318292007338
"2411","summ.za",30.71573,-29.81161,2012,3,29,"PK","Poaceae","MONOCYMBIUM CERESIIFORME",5,1.345846804,50.37833411,-12.794,165.2,0.0832,3167.1387,15.721079,6.846642,6267.272,154.1628,14149.223,1012.3861,736.3037,3.360346,139.27551,42.21844,1.2731026,0.0476091,19855.76923,0,1,1,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",13,496.725,927.4463416,19.4514881,803.3318762,0.6197,"0","1","1","3","PK",0.01985576923,50.3631961278591,0.677811465479043,1.345846804,64.57425,4.8561293185009,0.240068062368896,"no",3.91926067276712,-0.388886104226313,0.297023408994661,4.1678157245126
"2412","summ.za",30.71573,-29.81161,2012,1,3,"N","Poaceae","PANICUM ECKLONII",5,1.683094641,49.96615008,-28.486,4028.387,0.2024,768.28875,10.418745,68.15908,3862.681,84.64918,4267.438,492.2045,72.481485,3.0206865,16.09034,25.009985,0.38551855,0.22261635,199030.9783,1,0,0,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C3",21,592.325,927.4463416,19.4514881,803.3318762,0.6197,"1","0","0","1","N",0.1990309783,5.02434348934716,0.0845644560146344,1.683094641,124.38825,21.0866750247552,0.738348452422795,"no",1.61429479652369,-2.47024124232519,0.520634147139211,4.82340772246787
"2413","summ.za",30.71573,-29.81161,2012,1,9,"Control","Poaceae","PANICUM ECKLONII",5,1.111234898,46.54875136,-28.235,35.422,0.1944,715.24075,15.6710575,204.238125,2231.1415,417.78625,9431.03,1399.99125,199.722775,3.7914975,19.211185,11.940075,0.82556425,0.1903895,1822.119342,0,0,0,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C3",15,347.975,927.4463416,19.4514881,803.3318762,0.6197,"0","0","0","1","Control",0.001822119342,548.811472964431,6.09858461180859,1.111234898,52.19625,20.8229355862786,0.726678565764539,"no",6.30775498174059,1.80805671340489,0.105471917652394,3.95501065322758
"2414","summ.za",30.71573,-29.81161,2012,2,12,"N","Poaceae","PANICUM ECKLONII",5,1.832384568,48.13809934,-26.922,54.988,0.3645,695.1416,12.834124,52.954,5073.956,126.6082,6258.2,1019.1238,132.04802,7.047696,19.655562,43.22972,0.3350544,0.5329098,1508.587106,1,0,0,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C3",20,417.375,927.4463416,19.4514881,803.3318762,0.6197,"1","0","0","2","N",0.001508587106,662.871899158337,12.1463623857859,1.832384568,83.475,19.4455120761131,0.665730622836864,"no",6.49658175757849,2.4970297328434,0.605618161253009,4.42454718582972
"2415","summ.za",30.71573,-29.81161,2012,3,23,"NK","Poaceae","PANICUM ECKLONII",5,1.627582696,47.70627969,-27.929,43.505,0.2978,434.6381,12.8506885,8.6188115,2030.5376,120.7063,18000.983,773.8562,492.60575,2.9604055,16.79392,15.7085175,0.6617377,0.038955215,1460.879785,1,0,1,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C3",25,449.575,927.4463416,19.4514881,803.3318762,0.6197,"1","0","1","3","NK",0.001460879785,684.519020844689,11.1411131340968,1.627582696,112.39375,20.5015888757097,0.712459684765916,"no",6.52871643228207,2.41064215177805,0.487095905484065,4.72200833093137
"2416","summ.za",30.71573,-29.81161,2012,3,25,"P","Poaceae","PANICUM ECKLONII",5,1.443682394,48.68594455,-27.593,30.386,0.2024,1860.20145,11.3374665,40.631805,4284.72,121.798035,6636.447,2715.9282,302.60835,3.1964985,20.771154,34.156035,0.5122188,0.01397403,1501.284585,0,1,0,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C3",17,359.775,927.4463416,19.4514881,803.3318762,0.6197,"0","1","0","3","P",0.001501284585,666.096228517526,9.61631397820554,1.443682394,61.16175,20.1489705442268,0.696857103726852,"no",6.50143414736666,2.26346102890347,0.367197067524897,4.11352199412436
"2417","summ.za",30.71573,-29.81161,2012,3,26,"Control","Poaceae","PANICUM NATALENSE",5,1.581914378,48.76934322,-27.652,15.753,0.1356,721.796,11.5901905,6.1669665,6066.988,156.84432,10631.86,2525.7983,79.665795,3.6309265,12.314425,52.939835,1.01027055,0.01185111,1161.725664,0,0,0,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C3",15,394.025,927.4463416,19.4514881,803.3318762,0.6197,"0","0","0","3","Control",0.001161725664,860.788421043266,13.6169357966426,1.581914378,59.10375,20.2108710050311,0.699596062169519,"no",6.75784873792679,2.6113142971899,0.458635745251197,4.07929437417572
"2418","summ.za",30.71573,-29.81161,2012,1,8,"NP","Poaceae","SPOROBOLUS AFRICANUS",5,1.199798352,47.92763214,-13.71,901.521,0.0944,724.46195,13.1208375,76.568175,3904.964,137.5591,8917.3765,903.0012,175.04036,5.070994,32.06517,29.2492825,0.3144208,1.08201975,95500.10593,1,1,0,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",10,367.775,927.4463416,19.4514881,803.3318762,0.6197,"1","1","0","1","NP",0.09550010593,10.4711925736814,0.125633195933775,1.199798352,36.7775,5.78937229415284,0.731248575869914,"no",2.34862792228141,-2.07438876103303,0.182153502673652,3.60488624514223
"2419","summ.za",30.71573,-29.81161,2012,2,19,"NPK","Poaceae","SPOROBOLUS AFRICANUS",5,1.222751152,48.39910936,-13.708,719.951,0.0788,1097.954,11.51436,33.4686,1590.5532,66.3806,10406,714.868,192.148,3.53078,22.3608,12.17502,0.187308,0.082038,91364.3401,1,1,1,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",13,428.725,927.4463416,19.4514881,803.3318762,0.6197,"1","1","1","2","NPK",0.0913643401,10.9451893255671,0.133832428566952,1.222751152,55.73425,5.78733275743897,0.730175135494197,"no",2.39290002872993,-2.01116679468265,0.201103362575508,4.02059485921566
"2420","summ.za",30.71573,-29.81161,2012,3,22,"NPK","Poaceae","SPOROBOLUS AFRICANUS",5,0.989217635,48.28453216,-13.382,1431.934,0.1314,1398.1888,10.655396,9.315626,1843.8132,86.75916,11080.26,685.576,321.3034,2.701266,33.86842,9.127334,0.371756,0.1721182,108975.1903,1,1,1,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",13,408.225,927.4463416,19.4514881,803.3318762,0.6197,"1","1","1","3","NPK",0.1089751903,9.17640058482192,0.0907745728433016,0.989217635,53.06925,5.45499879385943,0.555262523083908,"no",2.21663503458712,-2.39937606735735,-0.0108409159563806,3.97159766446182
"2421","summ.za",30.71573,-29.81161,2012,1,2,"K","Poaceae","THEMEDA TRIANDRA",5,1.83342369,48.48631576,-13.444,6.645,0.0358,1525.73785,10.47384,27.6126305,2548.39195,114.63036,7089.238,1979.60425,80.808585,4.524117,30.20927,22.7102915,0.22620585,0.1595321,1856.145251,0,0,1,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",31,383.925,927.4463416,19.4514881,803.3318762,0.6197,"0","0","1","1","K",0.001856145251,538.750940671938,9.87758737637715,1.83342369,119.01675,5.51818649929654,0.588519210156076,"no",6.28925338744323,2.29026828926551,0.606185087810373,4.77926423950881
"2422","summ.za",30.71573,-29.81161,2012,1,3,"N","Poaceae","THEMEDA TRIANDRA",5,1.89579593,48.15797171,-13.442,9.131,0.0454,780.9144,30.8224,431.2728,11931.64,91.23912,15307.656,3291.736,375.8888,5.692512,34.81968,117.2696,0.2013088,0.2410408,2011.23348,1,0,0,"no",2011,"Summerveld","Africa","ZA","Sub-saharan Africa","mesic grassland","PERENNIAL","GRASS","C4",48,592.325,927.4463416,19.4514881,803.3318762,0.6197,"1","0","0","1","N",0.00201123348,497.207315781159,9.42603605624147,1.89579593,284.316,5.5161480622528,0.587446348554107,"no",6.2090070734888,2.24347565368428,0.639638766183566,5.65008629565234
